objname,z,n,t,GALEX_NUV,WISE_3.4,SPIRE_250,u-r,r-J,type
IC0783,0.0042352255738962175,1.21,-0.2,3.0530462681E-4,0.018999482687,0.218366794232,2.075953913399104,0.6545445918768351,0.0
IC0794,0.006354572055753183,3.05,-4.2,2.73287948168E-4,0.0210516360909,0.149608446021,1.9888276358002202,0.9149173137021478,0.0
IC0797,0.007019474988147589,1.2,6.1,0.00297502522445,0.0256535424114,1.6695926949,1.5128523116335728,0.5372345352168679,1.0
IC0800,0.00778903447025403,1.09,5.3,0.00221918591888,0.0216237133017,0.888501629762,1.4426694490274272,0.7425890253532117,1.0
IC0902,0.005411710150412974,2.51,3.1,0.00100416580032,0.0354495252211,2.39520043249,1.454736628556276,1.2298883737487785,1.0
IC0976,0.005099856551946225,3.31,-1.4,6.08687995507E-4,0.0245697709704,-0.0801615207851,2.0987943434214387,0.6545434446464924,0.0
IC1613,-7.802355990613741E-4,0.78,9.9,0.100566229097,0.351942672539,5.5517286448,,-0.15381866962653845,1.0
IC2085,0.0032809818067784935,2.39,-1.2,4.86846463835E-4,0.0275193550174,1.03815335284,,,0.0
IC2233,0.0018028712838666916,1.24,6.5,0.00785036860036,0.0331646357718,0.91868274478,1.1240188151651083,0.4710977711214923,1.0
IC2461,0.007567178835683919,1.97,3.3,,0.042863452289,2.43549335626,2.3043333764389757,1.3509476273315855,1.0
IC2531,0.00827998232155669,1.78,5.0,0.00325972581693,0.158263326613,7.2562949561,,,1.0
IC2574,1.9014961270036324E-4,0.95,8.9,0.0520839197344,0.134458592796,3.20914024058,,,1.0
IC2828,0.0034717574628557735,1.45,10.0,0.00158129461222,0.00513376033455,0.356860694357,1.0559289971118133,-0.1461874904254401,1.0
IC3019,0.005740435905880359,1.35,-5.0,4.38320936596E-4,0.0162264663616,-0.0573168807891,2.0034337177614816,0.6905183054540203,0.0
IC3021,0.008478448008860662,1.4,8.6,3.40540621704E-4,0.00383710587944,-0.030394049909,1.7537732719679227,-0.07540483351785099,1.0
IC3023,0.002759045578140995,0.69,9.7,6.61379155931E-4,0.00121592776486,0.0548261784361,1.028765826669236,0.3634127912949978,1.0
IC3033,8.809972892847018E-4,2.18,7.8,9.37632941714E-4,0.00377254617337,0.147843486471,2.313959998183826,-0.484060682161207,1.0
IC3044,-6.102361001983914E-4,1.42,6.1,0.00178796501361,0.00788621024609,0.251793866483,1.347414258026717,0.5481988461190497,1.0
IC3059,8.609659966978267E-4,0.82,9.7,8.65756701246E-4,0.00548063185785,0.220483250664,1.5888320567567575,0.47361572833638377,1.0
IC3061,0.007755416792186276,1.21,5.2,9.9587743469E-4,0.0230273106797,1.65907033727,1.8010605044909909,0.8645595792227283,1.0
IC3065,0.0033177953180114628,1.5,-2.2,3.2357792449E-4,0.0152861294489,0.0381126993795,2.1101461982968033,0.7762517588636584,0.0
IC3077,0.004717717690088552,1.9,6.0,3.00558307547E-4,0.0171472190606,0.0482986301272,1.9822673516247846,0.6719743344612397,1.0
IC3096,0.004037605332229965,1.16,0.7,2.88927194131E-4,0.00679698144925,0.15653376289,1.6650736364321972,0.46164448695758153,1.0
IC3099,0.007137054640046658,1.5,6.2,6.7260296034E-4,0.00961200796693,0.460495610797,1.7808092769242023,0.9171911023304418,1.0
IC3100,0.0017794798992598615,2.09,-2.0,1.57118646944E-4,0.00729244192465,0.219174197286,1.9974002076855442,0.5387160761136442,0.0
IC3102,0.007483155558143384,3.22,-0.7,7.12846785417E-4,0.0873732118516,1.09596369146,2.311297495648681,0.9648196622552163,0.0
IC3104,0.001432015301261691,0.88,9.9,,0.0944639722947,0.244517976867,,,1.0
IC3105,-5.468955687657484E-4,0.76,9.8,0.00255956671734,0.00296376306817,0.257812537148,0.7986356885577379,,1.0
IC3115,0.0024480212127750978,1.25,5.5,0.00300697116873,0.0178050478403,1.13798516891,1.4925656500817794,-0.10152228602350277,1.0
IC3131,0.005337929503163696,1.61,-3.0,3.20577687632E-4,0.0159823612456,0.0219148338962,2.0316355546527873,0.6231607048950352,0.0
IC3167,0.006774282213626304,1.09,-2.0,2.08113309246E-4,0.00965207605664,0.0561891042403,1.9156174667211587,0.6820693750261881,0.0
IC3229,0.005150148907961061,1.16,4.2,7.11097592796E-4,0.00465473003733,0.277761412492,1.5830980253108606,-0.2994196802731608,1.0
IC3258,-0.001456614234628728,1.33,9.6,0.00465597348974,0.0124775217263,0.867863914559,1.2463385098000543,-0.12237186679031709,1.0
IC3259,0.004700960572117108,1.2,8.0,0.00103712759731,0.0174948410422,1.04172499498,1.8545896809708609,0.7467430405891093,1.0
IC3267,0.004114639067854586,0.73,5.9,0.0011958569624,0.0185218626397,0.805568408516,1.7005409817413977,0.7353486003951701,1.0
IC3268,0.0024313022195694423,1.43,10.0,0.00406714523534,0.0261909033319,0.948268865842,1.201759623412272,0.09954301565452539,1.0
IC3305,0.00799748949789758,1.45,-5.0,4.01626458674E-4,0.00971621716286,0.0128023356797,1.6079493511344296,1.0304441814505765,0.0
IC3311,-4.068654264109961E-4,0.61,7.5,7.09328237553E-4,0.0117610989663,0.681276387105,1.7368607773002935,0.8788879359690185,1.0
IC3322,0.003937135499570754,1.14,6.3,0.00100904574276,0.0249447160422,1.97956459098,1.6747492642055093,0.7310019816561848,1.0
IC3331,0.003963926464078282,2.08,-3.6,2.89811969508E-4,0.00467603187327,-0.0409821878512,1.9752093475057109,0.8425862856565516,0.0
IC3355,5.405199150889661E-4,0.37,9.7,0.001198617409,0.00336277036318,0.0867520137341,1.398090718613311,1.1818078235684695,1.0
IC3358,0.006915344634706555,1.72,-5.0,4.15250638619E-4,0.0142152137644,0.0638591572123,1.8089153604959876,1.1885459124305413,0.0
IC3371,0.00308689668256501,0.92,6.0,0.00119544760989,0.0105012548485,0.190825785008,0.7332032382397813,1.4456388920095264,1.0
IC3381,0.002254098115304748,2.56,-4.1,2.5668503112E-4,0.0191851065375,0.0279934545976,3.2411470350818377,-0.45552914216521145,0.0
IC3391,0.005693468430455706,0.6,5.9,0.00293077382483,0.0228059592294,1.2781034357,1.4612431309917255,0.6502054192603453,1.0
IC3392,0.005643148596935044,1.39,2.4,0.00125728475468,0.0717268334731,2.57066642079,2.176716047746403,0.8848389169388824,1.0
IC3393,0.0015890275959020705,1.66,-1.6,2.05619520683E-4,0.00768294147077,0.0612573371455,1.9234683014279739,0.4514096162780845,0.0
IC3413,0.004463039934878399,2.77,-4.5,3.09846104327E-4,0.0169423078843,0.0315252975271,2.013979161943027,0.8018424409857872,0.0
IC3430,0.006744057158034167,1.63,0.0,3.05563553504E-4,0.00613505746051,0.173160726682,2.056088905428929,1.2824917390407364,0.0
IC3459,9.277385338593014E-4,0.8,9.8,1.37502726148E-4,0.00839383939017,-0.0837275975034,2.1377525001606514,0.8105782637938148,1.0
IC3468,0.004305574446263449,2.71,-4.8,4.51088337149E-4,0.0219813475513,-0.00758288649954,2.091973486976535,0.8383709761317348,0.0
IC3475,0.008653399853757238,1.04,-4.6,3.68890405429E-4,0.0146513756642,0.126776592927,1.9754343537643209,1.0007556828512918,0.0
IC3476,-5.635645184268734E-4,1.51,9.5,0.00587850872417,0.0298192402134,2.43766131865,1.229377293460189,-0.044075821865355636,1.0
IC3499,0.00405100207565523,2.48,-0.4,2.60869950679E-4,0.0218575682264,-0.215686287985,2.0225407167500435,0.9814636342903569,0.0
IC3509,0.006693684108904918,3.35,-5.0,2.05884031245E-4,0.00857368539403,0.0366574406002,1.7192016401097021,0.9750877955718806,0.0
IC3517,0.0014654201048105442,0.83,8.5,6.37323272809E-4,0.00409380496367,0.31637741894,1.2268878413308144,0.8263168013086855,1.0
IC3518,0.004814914538135984,1.19,10.0,1.69387278608E-4,0.00872367736084,0.135532023606,,-0.7889886998286357,1.0
IC3521,0.001986679810877856,0.97,9.8,0.00164362692435,0.0287781636497,1.57835674911,1.8334343426206843,0.8123772159690787,1.0
IC3586,0.005173619544124097,5.48,-2.0,3.40796419442E-4,0.0133495245363,0.180840469017,2.318112582482769,0.6430127905627074,0.0
IC3611,0.009164974635935907,1.69,6.3,0.0010507344548,0.0119954276583,0.356036093507,1.6860580630478452,0.32626653799921,1.0
IC3631,0.009457902747097124,1.75,-1.2,9.58573054685E-4,0.0134398503884,0.0605786185698,1.8610895729914034,0.8030262193459379,0.0
IC3718,0.0028359805449320596,1.17,-2.5,8.33614228483E-4,0.0147931509827,0.200023926562,1.7759099451397233,0.9112666201314994,0.0
IC4213,0.002722252692032301,1.05,5.9,0.00233700427699,0.0146375457949,1.03924762498,1.2877637385570395,0.22333920526679663,1.0
IC5270,0.006636597740795835,1.22,5.7,0.00475997065208,0.0678700084686,5.63426499463,,,1.0
IC5334,0.007395778893201532,5.42,3.5,9.60369374366E-4,0.0358297140444,0.697912504351,,,1.0
NGC0007,0.004999279465417894,0.94,4.8,0.00313162214866,0.0103467245337,0.419146475374,,,1.0
NGC0115,0.006106187152701281,1.34,3.9,0.0039161779053,0.0153912600679,0.912792408021,,,1.0
NGC0131,0.004714366243925294,1.05,3.0,0.00209890493207,0.0250461757398,1.709497321,,,1.0
NGC0147,-6.435716115656964E-4,1.21,-4.8,0.0480161854132,0.911003498968,6.95667389284,,,0.0
NGC0148,0.005069682358503025,3.84,-2.0,3.21171220505E-4,0.0811420448164,0.0685750308592,,,0.0
NGC0150,0.005297687820181141,1.83,3.4,0.010214851882,0.16451878199,9.69517648459,,,1.0
NGC0254,0.005448602526386903,5.91,-1.2,9.83133250693E-4,0.117070028217,0.503987257584,,,0.0
NGC0289,0.005448602526386903,1.58,4.0,0.0202045291632,0.260738688365,13.9384059085,,,1.0
NGC0300,4.8044771207411685E-4,1.13,6.9,0.29852479133,1.68839804048,95.6482995598,,,1.0
NGC0337,0.005505620708212033,0.71,6.7,0.0196708369916,0.0956213908852,9.18501163419,,,1.0
NGC0428,0.003850069840852788,1.32,8.6,0.0206378059946,0.0757637994471,4.12635515031,0.6078253807773351,0.3934080256925654,1.0
NGC0448,0.006384785265008741,2.53,-2.4,3.64663023223E-4,0.0619384508711,0.225335404391,2.3672799546038945,0.8731909028068472,0.0
NGC0450,0.005891417818992162,2.04,5.8,0.0119439743719,0.0509486641494,4.0393222827,1.1883947912698858,0.37771371664960895,1.0
NGC0493,0.007829377187232645,1.19,5.9,0.0064397968602,0.0451063823584,4.00764962801,1.4033247416171761,0.8421418398499725,1.0
NGC0520,0.007637763885774529,3.73,1.3,0.00340847337589,0.184546738564,,,0.9815123950639233,1.0
NGC0584,0.00602899908211274,4.4,-4.7,0.00207356470212,0.403613053104,0.783376931425,2.4554387074522666,1.1442667886039715,0.0
NGC0586,0.006274007988140706,1.78,0.7,5.09059212112E-4,0.0348654185927,0.933594589222,2.1780997830887756,1.0205957691341467,1.0
NGC0613,0.004952346970507726,2.92,4.0,0.0374701305514,0.613994749612,39.5847592087,,,1.0
NGC0625,0.0013217873771578237,1.52,9.0,0.016744727291,0.134648188563,4.43624874107,,,1.0
NGC0628,0.0021939227481850843,2.57,5.2,0.0981856288543,0.836837601566,64.2806898787,2.1710123837140785,0.29203961790932453,1.0
NGC0678,0.009501681051835353,3.66,3.0,8.6255353295E-4,0.135551984253,2.16455866535,3.2590597637008827,1.268464779260789,1.0
NGC0720,0.005837732734289558,4.76,-4.9,0.00310433038765,0.486753732062,-0.516158993582,,,0.0
NGC0855,0.001976653018341601,3.46,-4.8,0.00296312625028,0.0442287114283,1.09584075454,1.727811994668663,0.6537653701608264,0.0
NGC0891,0.001762772102980037,0.94,3.1,0.0152133033896,1.90262052996,167.277063302,,,1.0
NGC0895,0.007661293351326703,2.19,6.0,0.0110779572731,0.0772175355166,6.25373362422,1.4626508118360206,0.7622902710293928,1.0
NGC0925,0.0018463138810196345,1.84,7.0,0.0619807135542,0.30830714401,23.6719576697,,,1.0
NGC1052,0.005049566737892475,4.77,-4.7,0.00280621137219,0.428453792734,2.1113992653,2.4538857053631205,1.0301999795867403,0.0
NGC1056,0.005166913591578837,3.92,1.0,,0.0996831950976,4.98983143418,1.9905608140387514,1.012130798393578,1.0
NGC1068,0.0037998431143275724,2.14,3.0,0.0633218109075,2.37701838357,122.986845662,1.6652140573710028,0.8720927845312048,1.0
NGC1097,0.0042486249759490224,5.14,3.3,0.0496083444495,1.21946234314,67.0917274327,,,1.0
NGC1140,0.005019394069442518,3.15,9.2,0.011984739968,0.0321331968813,2.25563835078,,,1.0
NGC1189,0.008522183076534073,1.97,7.9,0.00165309950187,0.015531686079,0.934685577779,2.746006132562478,-4.534404199463587,1.0
NGC1222,0.008111822141205094,4.17,-2.6,0.0046879239094,0.0596184688211,4.05640430628,,,0.0
NGC1266,0.007264728313238766,2.98,-2.3,4.16182640075E-4,0.0550567506493,3.85133414567,,,0.0
NGC1317,0.006495574892216194,7.42,0.8,0.00362800165926,0.249285884661,5.00477755017,,,1.0
NGC1320,0.008922616830190133,5.22,0.9,9.56452936759E-4,0.0770510631235,1.51296186679,,,1.0
NGC1336,0.004741178129209933,5.85,-3.0,6.76524958359E-4,0.0502417612797,0.165545001945,,,0.0
NGC1351,0.0050629771064476525,7.28,-3.1,0.00126115112586,0.1457738687,,,,0.0
NGC1351A,0.004523352462593611,0.82,4.2,6.11020323464E-4,0.0268834467727,1.73874997851,,,1.0
NGC1365,0.005472080205396468,19.64,3.2,0.0586683888324,1.15619047294,101.239959284,,,1.0
NGC1369,0.004727772096287053,1.7,0.1,2.06290266935E-4,0.0353622345171,-0.020498685171,,,0.0
NGC1373,0.004459689346023588,4.27,-3.6,2.56221416767E-4,0.0210125216356,-0.0108002040746,,,0.0
NGC1374,0.004325675036974896,4.5,-4.5,0.00100860897548,0.179005409766,0.070361004923,,,0.0
NGC1375,0.0024714282740192495,2.08,-2.2,6.47436768867E-4,0.0551882057743,0.155842644587,,,0.0
NGC1377,0.005995440920782746,3.54,-2.1,,0.048242559705,1.31902026046,,,0.0
NGC1379,0.0044261840776389505,2.93,-4.8,0.0011064684168,0.197665621952,0.127741769108,,,0.0
NGC1380A,0.005220562477602497,1.33,-1.9,5.11595387899E-4,0.0511008340379,0.114410557759,,,0.0
NGC1381,0.005767275459337418,3.45,-2.1,7.25239810593E-4,0.146083551157,-0.0264438239235,,,0.0
NGC1386,0.0028995399947910894,5.31,-0.7,0.00198040844778,0.213022785264,3.87266260216,,,0.0
NGC1387,0.004352476455799392,8.69,-2.8,0.00237995913558,0.383909007384,2.58868279438,,,0.0
NGC1389,0.0030768588245506656,3.56,-2.8,0.00111119315293,0.150021557147,0.200691364714,,,0.0
NGC1399,0.004764639121321412,8.2,-4.6,0.0126716198538,1.61497661753,1.04698202622,,,0.0
NGC1404,0.006515719788013907,4.27,-4.8,0.00292046792816,0.595690879402,0.140996981739,,,0.0
NGC1412,0.005988729424454053,3.48,-2.2,4.76841245892E-4,0.0495528755962,0.0205430752248,,,0.0
NGC1419,0.0053278689297995285,4.52,-4.9,3.79397682753E-4,0.0412348268069,0.0267239038443,,,0.0
NGC1427,0.004640637283139348,5.35,-4.0,0.00196139826919,0.223651534187,,,,0.0
NGC1427A,0.006787715866870769,1.35,9.9,0.00403846663181,0.0156613812556,0.677828434519,,,1.0
NGC1428,0.005485496270794421,2.12,-3.0,4.1525287546E-4,0.0461234194819,0.0752745927693,,,0.0
NGC1436,0.004637286096493609,0.81,2.0,0.00288172993835,0.1102183775,3.96985590518,,,1.0
NGC1437B,0.005005984288247944,1.31,8.3,0.00119722427548,0.0231878202052,1.50148400525,,,1.0
NGC1481,0.006045778587607131,5.21,-3.0,0.00142422160031,0.0229231760514,0.474955628756,,,0.0
NGC1482,0.006411642222198921,4.34,-0.8,0.00143237895161,0.195015477483,15.8203869824,,,0.0
NGC1510,0.0030500916972691083,4.09,-1.8,0.00510484043206,0.0282874548236,0.469006386983,,,0.0
NGC1512,0.0029999052705085294,5.76,1.1,0.0193059255336,0.441744701966,12.6948147955,,,1.0
NGC1566,0.005029451523934414,3.3,4.0,0.0627125237376,0.734519503891,38.9833935265,,,1.0
NGC1569,-3.468465077597349E-4,1.79,9.6,0.919626680984,0.35340197966,11.3539033413,,,1.0
NGC1617,0.0035520949816774117,2.61,1.1,0.00266190968969,0.484052925794,4.78432026466,,,1.0
NGC1705,0.0021136945699924414,4.82,-2.7,0.0140987738259,0.0329849979598,0.976321201471,,,0.0
NGC1800,0.0026954950819555457,1.28,8.0,0.00605643057784,0.0318236716426,1.12391561185,,,1.0
NGC1808,0.0033244888297747632,13.34,1.2,0.0135623076918,0.935869246151,61.4099230921,,,1.0
NGC1924,0.008569284537324195,0.86,4.0,,0.0702446163425,4.32270768309,1.2124160150721153,0.843208008957923,1.0
NGC2110,0.007819291354231872,18.66,-3.0,-0.00127284432326,0.327261783969,2.25324988555,,,0.0
NGC2273,0.006156530428149898,6.84,0.9,0.00253204701703,0.165601360484,4.3092558032,,,1.0
NGC2403,4.43738698620022E-4,1.43,6.0,0.280781118019,1.64074836297,120.709997972,1.560221934052322,-1.2030056855571445,1.0
NGC2549,0.0035119254126885213,4.22,-2.0,0.00110558096091,0.218720797351,0.281678577086,2.441142949449535,1.0041632778297185,0.0
NGC2577,0.0069019092552664585,3.94,-2.9,4.20354703992E-4,0.0868551817278,0.0290311596869,2.563389666985479,1.0469776800338337,0.0
NGC2592,0.006623166130881986,4.3,-4.8,3.91912130891E-4,0.072276285592,-0.254096940635,2.45667832989632,1.0465988410441156,0.0
NGC2655,0.004680852402927371,7.26,0.1,0.00443910291775,0.617990182502,6.16738333955,,,0.0
NGC2679,0.0067843574365280546,3.63,-1.9,4.34669028237E-4,0.0544170852206,-0.0326844360787,2.4187766397659516,0.8772660618853649,0.0
NGC2685,0.0029497213698090885,3.6,-1.0,0.00338959416732,0.159370998855,3.38599149287,2.0977763420252415,0.8648694529209919,0.0
NGC2764,0.009067351170032989,1.34,-1.7,0.00112105307403,0.0520706947169,3.65387193427,2.2351774745249244,0.8785455377379421,0.0
NGC2768,0.004523352462593611,3.89,-4.4,0.00371786739609,0.629722135419,0.0197660870558,2.637725908466237,0.9809981363346125,0.0
NGC2778,0.0068582455271604115,3.7,-4.7,3.43834607246E-4,0.0532069008655,-0.0320626435793,2.4689614638352637,0.9590884532261512,0.0
NGC2787,0.0023243072975061008,3.59,-1.0,0.00205500716772,0.424753501374,-0.190267637746,,,0.0
NGC2798,0.005773985460900466,4.6,1.1,0.00186135744797,0.0975340416118,7.16102106074,2.010671815092415,1.0492571040200858,1.0
NGC2841,0.002130408241863835,3.08,2.9,0.0201739576353,1.37755738786,33.2691398969,2.3786784447440965,0.9759715757322596,1.0
NGC2853,0.0059048395431227085,1.98,-0.7,0.00139541991808,0.0131216504375,0.815033246007,1.6231024334488708,0.8556017295683915,0.0
NGC2859,0.005653212359940207,6.9,-1.2,0.00141620532025,0.269543780471,1.28358564149,2.847960815618187,0.9776345893681224,0.0
NGC2907,0.006995960728205963,5.75,1.0,0.00113176201341,0.208504666303,1.39161236659,,,1.0
NGC2915,0.001562300355240298,1.48,1.6,0.0179792501114,0.056335401026,0.936472758535,,,1.0
NGC2950,0.004419483159264548,5.71,-1.9,0.00157900210706,0.245196809588,0.293716494733,2.3799309577519523,1.0365793226114874,0.0
NGC2976,1.0006972925635793E-5,0.55,5.2,0.031140002908,0.364852960733,23.0852046252,1.6257886123417293,0.5505906954981867,1.0
NGC2992,0.007738608380186696,5.02,0.9,0.00433127209634,0.158114660307,5.52414354342,,,1.0
NGC2993,0.008138725854577533,2.98,1.2,0.0107307373535,0.0467082669235,4.18148761183,,,1.0
NGC3031,-1.1340536197934625E-4,3.15,2.4,0.23778787585,11.0706361979,178.80367703,1.6862353455501093,0.5515823537728153,1.0
NGC3034,6.77364524549251E-4,2.06,7.2,0.0833297701758,6.27739805543,451.46419027,1.5259634252654948,0.8002539407862983,1.0
NGC3049,0.004865192494750037,4.42,2.6,0.00477509265532,0.0420488367805,3.01422804573,1.494510235606917,0.6861316954572985,1.0
NGC3073,0.00392039151265644,4.73,-2.7,8.08803726168E-4,0.0206926813353,0.266058941878,1.8811004779080918,0.5902222962843737,0.0
NGC3077,4.670006377560654E-5,2.98,6.1,,0.600145854881,16.7422072065,1.4830729396101177,0.5461756910111575,1.0
NGC3079,0.003729529951051358,3.16,6.4,0.016698935384,0.790536274888,51.894108508,1.6237642800434315,1.093736915664941,1.0
NGC3081,0.008007577142346012,8.67,0.0,0.00299455706637,0.109621727649,2.77408071286,,,0.0
NGC3155,0.009868821432776897,1.26,3.5,0.00161000966248,0.0197095208561,1.39036918366,,,1.0
NGC3182,0.007090021108692834,4.06,0.3,0.00133793034966,0.064322238523,0.603745737794,2.2647012967435813,0.9624770637205984,0.0
NGC3184,0.001976653018341601,1.27,5.9,0.0464843737861,0.494140730446,32.5051441496,1.642741718165155,0.7903478841102753,1.0
NGC3185,0.004067748258338666,2.45,1.2,0.00212789834055,0.0851772600687,2.97214414446,2.0192325971498732,0.9292152591874014,1.0
NGC3187,0.0052876276537894285,0.58,5.0,0.00404408790444,0.0236075046707,2.54935773836,1.3693798642994466,0.576213708764783,1.0
NGC3190,0.0042486249759490224,3.29,0.9,0.00180455439911,0.36041447039,8.01689839525,2.473190998683407,1.2501681772426636,1.0
NGC3193,0.004617179213536993,5.91,-4.8,0.00140583842494,0.554868954362,-0.210551513118,2.6706757120875153,1.0953624799788813,0.0
NGC3198,0.002203951724023101,1.49,5.2,0.029297079261,0.278076940872,18.5666507965,1.6186944845077775,0.8063353364140369,1.0
NGC3245A,0.004419483159264548,1.49,3.3,8.61593628252E-4,0.0122995520075,0.624878225243,1.1212100142085717,1.1615194020666308,1.0
NGC3252,0.003863464062286548,1.28,7.4,0.00203151414417,0.0353606844603,2.1255608524,,,1.0
NGC3254,0.0045300540801134215,4.25,4.0,0.00672360047722,0.0982394682572,3.93584065855,1.735582088092663,0.860620996725963,1.0
